ProdTaken,Age,CityTier,DurationOfPitch,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Salaried,Occupation_Small Business,MaritalStatus_Married,MaritalStatus_Unmarried
0,34.0,1,10.0,0,3,4.0,0,3.0,3.0,1,1,1,2.0,2,21587.0,False,True,False,True,False
0,34.0,1,14.0,1,3,4.0,1,3.0,2.0,0,4,0,1.0,1,30369.0,True,False,True,False,False
0,34.0,3,17.0,1,3,5.0,2,3.0,5.0,0,3,1,2.0,0,23360.0,False,False,True,False,True
0,41.0,3,17.0,1,4,5.0,1,4.0,4.0,0,4,1,2.0,1,28383.0,True,False,True,True,False
0,46.0,1,14.0,1,4,4.0,1,5.0,3.0,0,2,1,3.0,1,23888.0,False,True,False,True,False
0,40.0,3,11.0,1,2,4.0,1,5.0,6.0,1,5,0,0.0,1,25475.0,False,True,False,True,False
0,47.0,3,17.0,0,4,5.0,1,3.0,4.0,1,1,0,1.0,1,27749.0,True,False,True,True,False
0,30.0,1,22.0,1,3,4.0,0,3.0,3.0,0,3,0,1.0,2,21018.0,True,True,False,False,True
0,38.0,1,17.0,1,4,2.0,0,3.0,5.0,0,4,1,3.0,2,23358.0,True,True,False,False,True
0,38.0,1,18.0,1,3,4.0,1,3.0,3.0,1,3,0,2.0,1,30863.0,False,True,False,True,False
0,50.0,1,35.0,1,2,4.0,3,3.0,1.0,0,5,1,1.0,3,32046.0,True,True,False,True,False
0,33.0,3,14.0,1,2,3.0,2,3.0,1.0,0,2,1,1.0,0,22104.0,True,False,True,True,False
1,34.0,1,32.0,1,3,5.0,0,4.0,6.0,1,4,0,1.0,2,20991.0,True,False,True,False,True
0,44.0,1,17.0,0,3,4.0,0,3.0,2.0,0,5,0,2.0,2,21133.0,False,True,False,False,True
0,29.0,3,26.0,0,2,3.0,0,3.0,2.0,0,3,0,1.0,2,17157.0,False,False,False,True,False
1,21.0,3,6.0,0,3,4.0,0,4.0,2.0,1,5,1,2.0,2,17174.0,False,False,False,False,True
0,56.0,1,9.0,1,4,4.0,1,4.0,5.0,0,2,1,2.0,1,29654.0,False,True,False,False,False
0,36.0,1,34.0,1,3,4.0,2,3.0,4.0,0,5,0,2.0,0,25561.0,True,True,False,True,False
0,44.0,1,17.0,0,3,5.0,2,3.0,3.0,0,3,0,1.0,0,23935.0,False,True,False,True,False
0,54.0,1,8.0,0,2,3.0,1,3.0,1.0,0,4,1,0.0,1,28549.0,True,False,False,False,False
0,48.0,3,21.0,1,3,4.0,2,5.0,4.0,0,2,0,2.0,0,23638.0,True,False,True,False,True
0,47.0,1,15.0,0,3,3.0,0,3.0,5.0,0,3,1,0.0,2,17105.0,True,True,False,False,True
0,37.0,1,25.0,1,3,3.0,0,4.0,5.0,0,4,1,1.0,2,18022.0,True,True,False,False,False
0,32.0,1,7.0,1,4,5.0,0,5.0,3.0,0,4,1,2.0,2,20896.0,True,True,False,True,False
0,38.0,1,7.0,1,3,5.0,2,3.0,3.0,0,5,0,1.0,0,24671.0,True,True,False,True,False
0,33.0,3,13.0,1,3,4.0,2,3.0,3.0,0,5,1,1.0,0,23688.0,True,False,True,False,True
0,39.0,3,14.0,0,3,2.0,2,5.0,3.0,1,3,1,2.0,0,24283.0,True,False,True,True,False
0,46.0,1,19.0,1,2,3.0,2,4.0,7.0,0,4,1,0.0,0,20562.0,True,True,False,False,True
1,21.0,1,24.0,0,3,3.0,0,3.0,2.0,0,3,1,1.0,2,17693.0,True,True,False,False,True
0,39.0,1,6.0,0,3,4.0,3,3.0,2.0,0,3,1,0.0,3,27742.0,True,True,False,True,False
0,35.0,3,11.0,0,4,4.0,2,3.0,2.0,0,2,1,1.0,0,25216.0,False,False,True,False,False
0,31.0,1,8.0,0,2,5.0,0,3.0,2.0,1,5,1,0.0,2,16129.0,True,False,True,True,False
0,32.0,3,13.0,1,4,2.0,2,3.0,6.0,0,5,1,2.0,0,24138.0,True,False,True,True,False
1,31.0,1,26.0,1,3,3.0,1,3.0,4.0,0,3,1,0.0,1,24824.0,False,True,False,True,False
0,31.0,1,31.0,1,4,4.0,0,3.0,3.0,0,3,1,3.0,2,21371.0,True,True,False,True,False
0,35.0,1,16.0,0,3,5.0,1,4.0,3.0,0,2,1,2.0,1,27299.0,True,False,True,False,True
0,46.0,1,17.0,1,4,4.0,0,3.0,5.0,0,5,1,1.0,2,21332.0,True,True,False,False,False
0,40.0,1,6.0,1,3,4.0,3,4.0,2.0,0,1,1,1.0,3,28503.0,False,True,False,True,False
0,55.0,1,8.0,0,3,3.0,3,3.0,3.0,1,5,0,0.0,3,31659.0,True,True,False,False,True
0,58.0,1,29.0,1,2,3.0,0,3.0,2.0,0,3,1,1.0,2,17372.0,True,True,False,True,False
0,42.0,1,9.0,0,4,5.0,2,3.0,4.0,1,2,0,1.0,0,25489.0,False,True,False,False,True
0,46.0,3,8.0,1,3,3.0,1,3.0,5.0,1,3,0,2.0,1,25368.0,True,True,False,True,False
0,34.0,1,9.0,1,2,4.0,0,3.0,4.0,0,2,1,0.0,2,17979.0,False,True,False,False,False
0,23.0,3,8.0,1,3,3.0,0,5.0,4.0,0,3,1,1.0,2,17322.0,True,False,False,True,False
0,36.0,3,14.0,1,2,3.0,2,3.0,5.0,0,3,1,0.0,0,20079.0,False,False,False,True,False
0,47.0,1,8.0,0,3,3.0,2,3.0,6.0,0,1,0,0.0,0,20070.0,True,False,True,True,False
1,48.0,3,16.0,1,3,6.0,3,3.0,2.0,0,5,1,2.0,3,31614.0,False,True,False,True,False
0,40.0,1,26.0,1,3,4.0,2,3.0,2.0,0,5,1,1.0,0,22580.0,True,True,False,True,False
0,30.0,1,27.0,1,3,4.0,0,3.0,3.0,0,3,1,2.0,2,22490.0,False,False,True,True,False
0,36.0,1,12.0,1,4,4.0,1,4.0,2.0,0,3,0,1.0,1,26773.0,True,False,False,False,True
1,48.0,3,34.0,0,4,2.0,2,3.0,6.0,1,4,0,2.0,0,25075.0,False,True,False,False,True
1,51.0,1,14.0,1,2,5.0,1,3.0,3.0,0,2,0,1.0,1,25650.0,False,True,False,False,True
0,28.0,3,10.0,0,4,3.0,2,3.0,3.0,1,2,1,3.0,0,23325.0,False,False,True,True,False
0,55.0,1,26.0,1,2,3.0,2,3.0,4.0,1,2,1,1.0,0,20415.0,True,False,False,False,False
0,36.0,3,6.0,0,3,3.0,2,3.0,7.0,0,1,1,1.0,0,21815.0,True,True,False,False,True
0,40.0,2,10.0,0,3,3.0,2,4.0,2.0,0,2,1,1.0,0,25067.0,True,True,False,False,False
0,28.0,1,10.0,1,3,5.0,0,3.0,2.0,0,1,1,2.0,2,20723.0,True,False,True,False,True
0,38.0,3,10.0,1,3,4.0,1,3.0,4.0,0,3,0,1.0,1,26106.0,True,True,False,False,True
0,46.0,3,16.0,0,3,4.0,1,3.0,3.0,1,1,0,0.0,1,24071.0,True,False,True,True,False
0,30.0,3,11.0,0,2,3.0,1,3.0,3.0,0,4,1,1.0,1,24419.0,True,True,False,False,False
0,29.0,1,16.0,0,3,3.0,0,4.0,1.0,0,5,0,0.0,2,18291.0,False,True,False,True,False
0,61.0,3,35.0,0,4,5.0,1,5.0,6.0,0,2,1,1.0,1,28944.0,False,False,True,False,False
0,52.0,1,15.0,1,3,5.0,1,4.0,7.0,0,3,1,2.0,1,31168.0,True,True,False,True,False
0,26.0,3,15.0,1,3,3.0,2,4.0,2.0,0,4,0,1.0,0,23529.0,True,True,False,False,False
0,42.0,1,12.0,1,3,2.0,2,4.0,5.0,0,5,1,1.0,0,25548.0,True,True,False,False,True
0,36.0,1,33.0,1,3,3.0,2,3.0,7.0,0,3,1,0.0,0,20237.0,True,False,True,False,False
0,33.0,1,31.0,1,4,4.0,2,3.0,3.0,0,4,1,3.0,0,23987.0,False,True,False,True,False
1,53.0,3,30.0,1,3,3.0,1,5.0,7.0,1,3,1,2.0,1,25448.0,True,True,False,False,True
0,36.0,1,30.0,1,4,6.0,0,3.0,2.0,0,1,1,1.0,2,21383.0,True,False,True,True,False
0,33.0,3,9.0,0,4,4.0,0,5.0,3.0,0,3,1,1.0,2,21505.0,False,True,False,True,False
1,31.0,1,10.0,0,3,4.0,0,5.0,7.0,1,4,0,1.0,2,21335.0,True,False,False,False,True
1,49.0,3,14.0,0,4,4.0,0,3.0,4.0,1,4,1,2.0,2,21333.0,False,False,True,True,False
0,38.0,1,8.0,0,3,1.0,2,5.0,7.0,1,1,0,0.0,0,20980.0,False,True,False,False,True
0,30.0,1,29.0,1,3,5.0,0,3.0,2.0,0,3,0,0.0,2,17613.0,False,True,False,True,False
1,31.0,1,21.0,1,3,3.0,0,3.0,2.0,0,4,1,0.0,2,17610.0,False,False,True,True,False
0,28.0,1,11.0,0,4,4.0,0,3.0,3.0,0,2,1,2.0,2,20996.0,True,True,False,False,True
0,46.0,3,8.0,0,2,3.0,4,5.0,4.0,0,1,1,1.0,4,33947.0,True,False,True,False,True
0,23.0,1,26.0,1,4,4.0,0,3.0,3.0,0,1,1,1.0,2,21001.0,True,False,True,True,False
0,45.0,1,14.0,0,3,5.0,1,3.0,5.0,0,4,1,1.0,1,28926.0,True,False,True,False,False
0,35.0,1,17.0,1,3,4.0,0,3.0,3.0,1,3,1,2.0,2,22493.0,False,False,True,True,False
1,37.0,1,22.0,1,3,4.0,2,3.0,2.0,0,4,0,1.0,0,23512.0,True,True,False,True,False
1,36.0,1,9.0,0,4,4.0,0,5.0,3.0,1,1,1,2.0,2,20752.0,True,True,False,True,False
0,41.0,1,16.0,1,3,4.0,0,4.0,2.0,1,4,0,1.0,2,22295.0,False,False,True,True,False
0,31.0,1,9.0,0,3,6.0,2,3.0,4.0,0,2,0,2.0,0,24769.0,True,True,False,False,True
0,44.0,2,6.0,1,2,3.0,2,3.0,5.0,1,5,1,1.0,0,20743.0,False,True,False,True,False
0,37.0,1,10.0,1,4,2.0,2,5.0,8.0,0,1,1,3.0,0,25520.0,True,True,False,True,False
0,59.0,3,6.0,0,2,4.0,2,3.0,1.0,0,5,1,0.0,0,20473.0,False,True,False,False,True
0,32.0,1,10.0,0,3,4.0,2,3.0,2.0,0,4,1,0.0,0,21162.0,True,True,False,False,False
0,41.0,3,33.0,1,4,4.0,2,5.0,3.0,0,1,1,3.0,0,27074.0,True,False,True,True,False
0,33.0,1,6.0,0,2,1.0,2,4.0,2.0,1,3,0,1.0,0,20488.0,False,True,False,False,False
0,31.0,3,17.0,1,4,5.0,2,3.0,3.0,0,1,0,2.0,0,25256.0,True,False,True,True,False
0,40.0,1,22.0,1,2,4.0,2,3.0,7.0,0,5,0,0.0,0,20094.0,False,False,True,False,True
1,26.0,1,11.0,0,2,4.0,0,3.0,2.0,1,1,0,1.0,2,17366.0,False,False,True,True,False
0,29.0,1,13.0,1,3,5.0,0,3.0,3.0,1,4,1,1.0,2,21381.0,False,True,False,True,False
0,37.0,1,34.0,1,4,4.0,2,3.0,8.0,0,3,1,1.0,0,23915.0,True,False,True,False,False
0,45.0,1,34.0,1,3,3.0,0,3.0,5.0,0,3,1,2.0,2,17132.0,True,False,False,True,False
0,27.0,1,6.0,0,3,3.0,1,5.0,2.0,0,4,1,2.0,1,22412.0,True,True,False,False,False
0,19.0,1,15.0,1,2,3.0,0,5.0,2.0,0,3,0,1.0,2,17552.0,True,True,False,False,True
0,33.0,1,9.0,1,4,4.0,0,3.0,2.0,0,5,1,2.0,2,21746.0,False,True,False,False,True
0,31.0,3,8.0,1,3,3.0,2,3.0,5.0,1,5,1,1.0,0,21582.0,True,True,False,False,True
0,36.0,3,9.0,1,2,4.0,1,3.0,5.0,0,1,0,0.0,1,24699.0,False,False,True,True,False
0,33.0,3,14.0,0,2,4.0,0,3.0,1.0,0,2,1,1.0,2,17342.0,False,True,False,False,True
0,38.0,3,10.0,1,3,4.0,1,3.0,4.0,0,3,0,2.0,1,26106.0,True,True,False,False,True
1,52.0,3,13.0,0,3,3.0,0,3.0,3.0,1,4,1,2.0,2,23446.0,False,False,True,True,False
0,27.0,1,12.0,0,3,4.0,0,3.0,1.0,0,2,1,1.0,2,17187.0,True,False,True,True,False
0,23.0,1,32.0,1,2,3.0,0,3.0,2.0,0,2,1,1.0,2,17904.0,True,True,False,True,False
1,35.0,1,31.0,0,3,3.0,0,4.0,2.0,1,3,1,1.0,2,17022.0,False,True,False,True,False
1,42.0,1,7.0,0,3,1.0,1,4.0,2.0,0,3,1,0.0,1,17372.0,False,True,False,False,True
0,25.0,3,17.0,0,4,4.0,2,3.0,3.0,1,2,0,3.0,0,22938.0,True,False,True,True,False
1,26.0,3,26.0,1,3,5.0,0,4.0,3.0,1,2,0,1.0,2,21091.0,True,False,True,False,False
1,31.0,3,33.0,0,3,5.0,2,5.0,7.0,0,2,0,2.0,0,25374.0,False,False,True,False,True
0,36.0,3,6.0,1,2,3.0,2,3.0,2.0,1,3,1,1.0,0,21201.0,True,True,False,False,False
0,38.0,1,8.0,1,2,3.0,0,3.0,2.0,1,5,1,1.0,2,16702.0,False,True,False,False,False
1,37.0,3,16.0,1,3,5.0,2,5.0,2.0,0,2,0,1.0,0,22085.0,True,True,False,False,True
0,33.0,1,14.0,1,4,2.0,0,4.0,3.0,0,1,0,2.0,2,21472.0,False,True,False,True,False
0,36.0,1,14.0,0,2,3.0,1,3.0,2.0,0,4,1,1.0,1,25096.0,True,False,False,True,False
0,30.0,3,14.0,1,3,3.0,1,3.0,6.0,0,3,1,0.0,1,22264.0,True,True,False,True,False
0,35.0,3,14.0,0,3,3.0,0,3.0,2.0,0,3,1,2.0,2,17572.0,True,True,False,True,False
0,49.0,1,27.0,1,3,4.0,0,3.0,6.0,0,2,0,1.0,2,20937.0,True,False,True,False,False
0,54.0,1,20.0,0,3,2.0,2,5.0,3.0,0,1,1,1.0,0,23128.0,True,False,True,True,False
0,26.0,1,9.0,1,4,2.0,0,5.0,2.0,0,2,1,3.0,2,22102.0,True,False,True,False,True
1,33.0,3,18.0,1,3,2.0,2,3.0,2.0,0,3,1,1.0,0,23385.0,False,True,False,True,False
0,52.0,1,10.0,0,1,3.0,3,3.0,3.0,0,5,1,0.0,3,31555.0,True,True,False,False,False
0,29.0,3,16.0,0,2,4.0,2,4.0,2.0,1,5,0,1.0,0,23268.0,True,False,True,True,False
0,28.0,1,24.0,1,3,4.0,0,4.0,2.0,1,4,0,1.0,2,21736.0,True,False,False,True,False
1,29.0,3,29.0,0,2,4.0,1,5.0,2.0,0,3,1,1.0,1,22336.0,True,True,False,True,False
0,31.0,3,13.0,1,3,2.0,2,3.0,5.0,0,2,1,0.0,0,21929.0,True,False,False,False,False
0,38.0,1,8.0,0,3,4.0,0,4.0,5.0,0,3,0,0.0,2,17468.0,False,False,True,True,False
0,50.0,1,10.0,1,3,3.0,4,4.0,4.0,0,5,1,0.0,4,34144.0,True,True,False,True,False
0,32.0,1,7.0,1,3,6.0,2,3.0,2.0,0,3,0,1.0,0,23023.0,False,False,True,True,False
0,32.0,1,33.0,1,3,4.0,0,3.0,3.0,0,3,1,2.0,2,21589.0,True,True,False,True,False
0,58.0,1,6.0,1,2,5.0,2,3.0,3.0,1,2,1,1.0,0,20660.0,False,True,False,True,False
0,35.0,1,16.0,0,3,5.0,1,4.0,3.0,0,1,1,1.0,1,27299.0,True,False,True,False,True
1,40.0,3,28.0,1,3,4.0,2,3.0,3.0,1,3,1,1.0,0,21380.0,True,False,True,False,False
0,43.0,1,24.0,0,3,2.0,2,5.0,5.0,1,1,1,2.0,0,25223.0,True,True,False,False,True
0,54.0,3,15.0,1,4,4.0,3,3.0,7.0,0,3,0,3.0,3,30514.0,True,False,True,False,False
0,44.0,1,8.0,0,3,1.0,0,3.0,2.0,0,4,1,0.0,2,17011.0,True,True,False,False,False
0,59.0,2,12.0,1,2,3.0,0,3.0,1.0,0,4,1,0.0,2,17267.0,True,False,True,False,False
0,32.0,1,6.0,1,3,3.0,0,5.0,2.0,0,2,0,2.0,2,17956.0,True,True,False,False,True
0,32.0,1,30.0,1,4,5.0,2,3.0,2.0,0,3,0,2.0,0,24260.0,True,False,True,True,False
0,49.0,1,10.0,1,2,4.0,4,3.0,3.0,0,3,0,1.0,4,33711.0,True,False,True,True,False
0,46.0,1,8.0,1,2,3.0,3,3.0,7.0,0,5,1,0.0,3,32861.0,True,True,False,True,False
0,35.0,1,7.0,1,3,4.0,0,3.0,3.0,0,3,1,2.0,2,21369.0,True,True,False,True,False
0,45.0,1,31.0,0,3,4.0,2,3.0,1.0,0,4,0,0.0,0,20906.0,True,True,False,True,False
0,35.0,1,9.0,0,3,5.0,0,5.0,3.0,0,2,1,2.0,2,23059.0,True,False,True,False,True
0,34.0,1,25.0,1,3,3.0,0,3.0,1.0,0,3,0,2.0,2,17661.0,True,False,True,True,False
1,30.0,3,34.0,0,3,4.0,1,3.0,3.0,0,3,0,1.0,1,26317.0,True,False,True,True,False
0,23.0,1,33.0,0,3,5.0,0,3.0,3.0,1,3,0,1.0,2,21492.0,False,True,False,True,False
0,40.0,1,19.0,1,4,4.0,2,4.0,6.0,0,3,1,2.0,0,23973.0,True,False,True,True,False
0,33.0,1,7.0,1,3,4.0,2,3.0,3.0,1,4,1,2.0,0,24840.0,True,False,True,True,False
0,45.0,1,6.0,1,3,1.0,4,3.0,1.0,0,4,1,1.0,4,34202.0,True,True,False,True,False
0,30.0,2,24.0,1,3,5.0,1,5.0,3.0,0,3,0,1.0,1,26666.0,True,True,False,False,True
0,36.0,3,7.0,1,4,4.0,1,4.0,3.0,0,4,0,1.0,1,25973.0,True,False,True,True,False
0,42.0,3,16.0,1,4,4.0,1,3.0,5.0,1,1,0,2.0,1,26867.0,True,True,False,True,False
0,38.0,1,17.0,0,3,4.0,0,5.0,2.0,1,3,1,2.0,2,21460.0,True,True,False,True,False
0,32.0,1,16.0,1,3,4.0,1,4.0,3.0,0,3,0,1.0,1,29326.0,True,True,False,True,False
0,49.0,3,9.0,0,3,4.0,2,3.0,4.0,0,5,1,1.0,0,22729.0,True,False,True,True,False
0,50.0,1,7.0,0,3,4.0,0,5.0,4.0,0,4,0,1.0,2,22258.0,True,False,False,True,False
0,35.0,1,6.0,1,1,4.0,0,3.0,2.0,0,4,1,0.0,2,17859.0,True,False,True,False,True
1,45.0,2,7.0,1,4,5.0,1,5.0,2.0,0,4,1,1.0,1,29160.0,True,False,True,True,False
0,35.0,1,26.0,1,4,4.0,0,3.0,2.0,0,3,0,1.0,2,21339.0,True,False,True,True,False
0,37.0,1,25.0,1,3,3.0,0,3.0,6.0,0,5,0,1.0,2,22366.0,False,True,False,False,False
0,35.0,3,10.0,1,3,6.0,2,5.0,5.0,0,5,1,2.0,0,23437.0,True,True,False,False,True
0,32.0,1,6.0,0,3,4.0,0,4.0,7.0,0,3,0,2.0,2,17332.0,False,True,False,True,False
1,39.0,1,36.0,1,4,4.0,2,5.0,2.0,1,3,1,3.0,0,25351.0,True,False,True,True,False
0,32.0,1,21.0,0,2,3.0,2,3.0,6.0,0,3,0,1.0,0,21667.0,False,False,True,True,False
1,22.0,3,7.0,0,3,5.0,0,4.0,3.0,1,5,1,2.0,2,20852.0,False,False,False,False,True
1,40.0,1,13.0,1,3,3.0,0,5.0,4.0,1,3,0,1.0,2,17166.0,True,True,False,False,True
0,29.0,1,21.0,1,2,3.0,0,3.0,2.0,0,3,1,1.0,2,17340.0,True,True,False,False,True
0,34.0,3,8.0,0,3,3.0,0,3.0,7.0,0,5,0,0.0,2,17231.0,False,False,True,True,False
1,25.0,1,24.0,0,4,4.0,0,4.0,3.0,0,1,1,3.0,2,20888.0,True,True,False,True,False
1,19.0,1,10.0,1,3,4.0,0,3.0,3.0,0,4,0,1.0,2,20098.0,True,True,False,False,True
1,30.0,1,7.0,0,3,5.0,0,5.0,3.0,1,2,0,1.0,2,20997.0,True,True,False,False,False
0,38.0,3,16.0,0,2,3.0,2,3.0,2.0,1,3,1,0.0,0,20666.0,False,False,False,False,True
0,56.0,1,15.0,0,3,4.0,3,3.0,4.0,1,3,0,2.0,3,33434.0,True,False,True,True,False
0,24.0,1,29.0,1,2,1.0,0,3.0,2.0,1,4,0,0.0,2,17725.0,True,False,True,True,False
0,33.0,1,20.0,0,3,3.0,0,4.0,2.0,0,5,1,1.0,2,17756.0,True,False,True,True,False
0,30.0,1,35.0,0,4,5.0,0,5.0,3.0,0,1,0,2.0,2,22463.0,True,False,True,False,True
0,23.0,1,10.0,0,2,3.0,0,4.0,2.0,0,3,1,1.0,2,18295.0,True,False,True,False,True
0,34.0,1,9.0,1,4,4.0,0,3.0,6.0,0,3,1,3.0,2,21174.0,True,False,True,False,True
0,25.0,1,30.0,1,3,2.0,0,3.0,3.0,1,4,0,1.0,2,21403.0,True,False,True,True,False
0,41.0,1,6.0,1,3,3.0,0,3.0,4.0,0,1,0,0.0,2,17782.0,True,True,False,True,False
1,39.0,1,9.0,1,3,4.0,2,4.0,6.0,0,4,0,1.0,0,23533.0,True,False,True,True,False
0,33.0,1,9.0,1,4,4.0,0,5.0,3.0,0,1,1,2.0,2,21117.0,True,False,False,False,True
0,30.0,1,13.0,1,3,3.0,0,3.0,2.0,0,5,0,0.0,2,16274.0,False,False,False,True,False
0,33.0,1,10.0,0,2,4.0,0,4.0,7.0,0,4,0,1.0,2,17622.0,True,False,True,True,False
0,37.0,1,7.0,0,3,4.0,2,4.0,2.0,0,5,1,2.0,0,23906.0,True,True,False,True,False
0,54.0,3,9.0,0,4,5.0,3,3.0,4.0,0,3,0,1.0,3,34105.0,True,True,False,True,False
0,41.0,1,9.0,0,3,4.0,0,5.0,6.0,0,4,1,2.0,2,22055.0,True,True,False,True,False
0,34.0,3,15.0,0,3,3.0,2,3.0,2.0,0,1,0,0.0,0,20714.0,True,True,False,True,False
0,26.0,1,9.0,1,4,2.0,2,3.0,3.0,0,1,0,2.0,0,23884.0,False,True,False,True,False
0,24.0,1,23.0,1,3,4.0,0,4.0,2.0,0,3,1,1.0,2,17127.0,True,True,False,True,False
1,42.0,3,11.0,1,3,4.0,2,4.0,3.0,0,3,1,1.0,0,28033.0,False,False,True,False,True
0,30.0,1,15.0,1,4,5.0,2,3.0,3.0,1,3,1,2.0,0,23734.0,True,False,True,True,False
1,20.0,1,17.0,0,4,5.0,0,4.0,3.0,1,5,0,3.0,2,20537.0,False,False,True,False,True
0,37.0,1,6.0,0,2,3.0,0,3.0,2.0,0,2,1,1.0,2,17115.0,True,True,False,False,True
0,40.0,3,8.0,0,2,3.0,2,4.0,1.0,0,2,0,1.0,0,20715.0,True,False,True,True,False
0,42.0,3,32.0,0,3,3.0,3,4.0,6.0,0,3,1,1.0,3,28525.0,False,False,True,True,False
0,27.0,1,10.0,0,3,3.0,0,3.0,2.0,0,2,1,1.0,2,17318.0,True,True,False,False,True
0,45.0,1,9.0,1,3,4.0,1,3.0,7.0,1,1,0,2.0,1,28887.0,False,False,True,False,True
0,30.0,1,30.0,1,3,2.0,0,3.0,3.0,0,1,1,2.0,2,21378.0,True,True,False,True,False
0,37.0,3,18.0,0,4,5.0,2,3.0,6.0,0,1,1,2.0,0,25330.0,True,False,True,True,False
0,44.0,1,34.0,1,2,3.0,3,5.0,4.0,0,1,1,0.0,3,31328.0,True,True,False,False,False
0,40.0,1,30.0,1,3,3.0,2,3.0,2.0,0,3,1,1.0,0,18319.0,True,False,False,True,False
1,32.0,1,11.0,0,2,1.0,0,3.0,4.0,1,1,0,1.0,2,17432.0,False,True,False,False,True
0,31.0,1,7.0,0,3,4.0,2,3.0,3.0,0,3,1,1.0,0,22689.0,False,False,True,False,True
0,30.0,1,16.0,0,3,3.0,1,3.0,1.0,0,4,0,0.0,1,24667.0,True,False,True,False,True
0,31.0,1,6.0,1,2,3.0,0,4.0,2.0,0,3,1,0.0,2,17501.0,True,False,True,False,True
1,50.0,3,14.0,1,2,3.0,2,3.0,4.0,1,5,1,0.0,0,21796.0,False,False,False,False,False
0,23.0,1,16.0,1,2,1.0,0,3.0,3.0,0,1,1,0.0,2,17073.0,True,False,False,True,False
0,53.0,1,18.0,0,3,4.0,2,3.0,2.0,0,2,1,2.0,0,21827.0,True,True,False,False,False
1,39.0,3,9.0,0,2,3.0,2,3.0,5.0,1,4,1,1.0,0,20238.0,True,False,True,False,False
0,34.0,1,21.0,0,4,4.0,0,4.0,3.0,0,5,0,1.0,2,21434.0,True,False,True,False,False
0,38.0,3,9.0,1,4,4.0,2,3.0,6.0,1,3,0,3.0,0,28280.0,True,False,True,True,False
0,50.0,1,8.0,0,1,3.0,3,5.0,3.0,0,3,1,0.0,3,32856.0,False,False,True,False,False
0,31.0,2,7.0,1,3,4.0,0,3.0,2.0,0,1,0,2.0,2,20742.0,True,True,False,True,False
1,32.0,1,29.0,1,4,4.0,2,3.0,3.0,1,5,1,1.0,0,24857.0,True,False,True,False,False
0,22.0,3,29.0,1,3,4.0,0,3.0,3.0,0,1,0,1.0,2,22125.0,True,False,False,False,True
0,29.0,1,10.0,0,4,4.0,1,4.0,2.0,0,4,0,1.0,1,26333.0,True,False,True,True,False
0,37.0,3,6.0,1,2,5.0,2,3.0,2.0,0,1,0,1.0,0,24525.0,False,False,True,True,False
0,40.0,1,6.0,1,2,3.0,0,3.0,1.0,0,1,0,0.0,2,17406.0,True,True,False,True,False
1,40.0,3,30.0,0,3,1.0,3,4.0,5.0,1,3,1,2.0,3,28194.0,False,True,False,False,True
0,38.0,1,24.0,1,2,5.0,2,3.0,4.0,1,5,0,1.0,0,20811.0,True,False,True,True,False
1,29.0,3,29.0,0,2,4.0,1,5.0,2.0,0,3,0,0.0,1,22336.0,True,True,False,False,False
0,31.0,2,16.0,1,3,4.0,2,3.0,2.0,1,3,1,2.0,0,25025.0,True,True,False,False,False
0,52.0,3,9.0,1,3,4.0,1,4.0,4.0,0,4,0,1.0,1,29274.0,False,False,True,False,False
0,28.0,1,7.0,0,4,4.0,1,5.0,3.0,0,4,1,3.0,1,26090.0,True,True,False,False,False
0,33.0,1,15.0,1,2,3.0,0,3.0,1.0,0,2,1,0.0,2,17781.0,True,False,True,False,False
0,33.0,1,11.0,0,3,3.0,1,4.0,7.0,0,3,1,2.0,1,26878.0,False,True,False,False,False
0,29.0,3,16.0,1,4,4.0,2,3.0,3.0,0,3,1,1.0,0,23931.0,True,True,False,False,True
1,35.0,1,8.0,0,3,3.0,0,5.0,2.0,1,1,1,1.0,2,17074.0,True,True,False,True,False
0,30.0,3,35.0,1,2,3.0,1,4.0,4.0,0,4,0,1.0,1,24250.0,True,False,False,True,False
1,25.0,1,24.0,0,4,4.0,0,4.0,3.0,0,2,0,2.0,2,20888.0,True,True,False,False,False
1,31.0,1,12.0,0,3,4.0,0,4.0,2.0,0,3,0,1.0,2,21100.0,False,False,True,False,True
1,24.0,1,13.0,1,4,2.0,0,5.0,3.0,1,3,0,1.0,2,20279.0,True,True,False,True,False
0,35.0,1,17.0,1,3,4.0,1,5.0,3.0,1,5,1,1.0,1,24884.0,False,False,True,False,False
1,23.0,1,11.0,1,4,5.0,0,3.0,7.0,0,5,0,1.0,2,22572.0,False,False,False,False,True
0,37.0,3,22.0,1,3,4.0,2,3.0,5.0,0,5,1,0.0,0,21334.0,True,False,True,True,False
0,44.0,3,6.0,0,3,3.0,2,5.0,6.0,1,2,0,0.0,0,20454.0,True,False,True,True,False
1,32.0,1,22.0,1,4,4.0,0,3.0,3.0,0,4,1,1.0,2,21288.0,False,False,True,True,False
0,52.0,1,14.0,1,3,5.0,2,3.0,4.0,0,3,1,2.0,0,24810.0,True,False,True,False,False
1,38.0,1,17.0,1,4,4.0,1,3.0,8.0,0,3,0,3.0,1,28726.0,False,False,True,True,False
